유저명,티어,모드,승패,챔피언,포지션,Kill,Death,Assist,킬관여율,kda
cocogugu,Silver 1,솔로랭크,LOSS,Amumu,jungle,6 , 9 , 10,76,1.78
cocogugu,Silver 1,솔로랭크,WIN,Leblanc,mid,10 , 1 , 6 ,76,6.00
cocogugu,Silver 1,솔로랭크,WIN,TwistedFate,mid,11 , 5 , 10,55,4.20
cocogugu,Silver 1,솔로랭크,WIN,TwistedFate,mid,5 , 2 , 13,67,9.00
cocogugu,Silver 1,솔로랭크,WIN,Amumu,jungle,7 , 4 , 13,67,5.00
cocogugu,Silver 1,솔로랭크,WIN,LeeSin,jungle,2 , 14 , 5,23,0.50
cocogugu,Silver 1,솔로랭크,LOSS,TwistedFate,mid,2 , 2 , 4,55,3.00
cocogugu,Silver 1,솔로랭크,WIN,Sett,mid,12 , 4 , 3,44,3.75
cocogugu,Silver 1,솔로랭크,LOSS,TwistedFate,mid,6 , 6 , 2,73,1.33
cocogugu,Silver 1,솔로랭크,LOSS,Leblanc,mid,11 , 8 , 7,44,2.25
cocogugu,Silver 1,솔로랭크,WIN,TwistedFate,mid,5 , 7 , 13,50,2.57
cocogugu,Silver 1,솔로랭크,WIN,Amumu,jungle,5 , 2 , 3,47,4.00
cocogugu,Silver 1,솔로랭크,WIN,Nunu,jungle,11 , 6 , 21,71,5.33
cocogugu,Silver 1,솔로랭크,RE,Kindred,jungle,0 , 1 , 1,10,1.00
cocogugu,Silver 1,솔로랭크,LOSS,Kindred,jungle,12 , 10 , 8,36,2.00
홍다닥,Platinum 2,솔로랭크,WIN,Swain,mid,4 , 1 , 15 ,48,9.00
홍다닥,Platinum 2,자유랭크,LOSS,Caitlyn,adc,0 , 5 , 5,42,1.00
홍다닥,Platinum 2,자유랭크,LOSS,Vayne,adc,1 , 5 , 1,29,0.40
홍다닥,Platinum 2,자유랭크,LOSS,Swain,support,8 , 12 , 5,48,1.08
홍다닥,Platinum 2,자유랭크,WIN,Swain,support,4 , 2 , 5,53,4.50
홍다닥,Platinum 2,자유랭크,LOSS,Ezreal,adc,6 , 4 , 6,67,3.00
홍다닥,Platinum 2,자유랭크,LOSS,Jinx,adc,1 , 5 , 4,38,1.00
홍다닥,Platinum 2,자유랭크,LOSS,Jhin,adc,4 , 4 , 4,50,2.00
홍다닥,Platinum 2,자유랭크,LOSS,Samira,adc,11 , 13 , 13,50,1.85
홍다닥,Platinum 2,자유랭크,WIN,Jhin,adc,16 , 4 , 12,76,7.00
홍다닥,Platinum 2,자유랭크,LOSS,Tristana,adc,8 , 7 , 3,39,1.57
홍다닥,Platinum 2,일반,WIN,MissFortune,adc,15 , 2 , 5 ,54,0.00
홍다닥,Platinum 2,일반,WIN,Senna,support,8 , 7 , 18,68,3.71
홍다닥,Platinum 2,일반,WIN,Samira,adc,31 , 8 , 8,75,4.88
홍다닥,Platinum 2,솔로랭크,WIN,Jhin,adc,6 , 2 , 7,45,6.50
홍다닥,Platinum 2,솔로랭크,LOSS,Aphelios,adc,0 , 9 , 4,29,0.44
홍다닥,Platinum 2,일반,WIN,Swain,top,8 , 5 , 13,49,4.20
홍다닥,Platinum 2,일반,LOSS,KogMaw,adc,6 , 4 , 0,75,1.50
홍다닥,Platinum 2,일반,WIN,Akshan,mid,14 , 5 , 16,59,6.00
홍다닥,Platinum 2,솔로랭크,LOSS,Jhin,adc,8 , 9 , 12,61,2.22
홍다닥,Platinum 2,솔로랭크,LOSS,Pyke,support,12 , 5 , 10,81,4.40
홍다닥,Platinum 2,솔로랭크,WIN,Ezreal,adc,13 , 3 , 6,61,6.33
홍다닥,Platinum 2,자유랭크,LOSS,Senna,support,10 , 6 , 17,79,4.50
홍다닥,Platinum 2,자유랭크,LOSS,Caitlyn,adc,2 , 4 , 2,67,1.00
홍다닥,Platinum 2,솔로랭크,LOSS,Caitlyn,adc,10 , 5 , 11,57,4.20
홍다닥,Platinum 2,솔로랭크,WIN,Kaisa,adc,6 , 3 , 4,63,3.33
홍다닥,Platinum 2,솔로랭크,LOSS,Jinx,adc,3 , 4 , 3,46,1.50
홍다닥,Platinum 2,솔로랭크,LOSS,Jinx,adc,2 , 6 , 1,25,0.50
홍다닥,Platinum 2,솔로랭크,LOSS,Pyke,support,2 , 4 , 1,19,0.75
홍다닥,Platinum 2,솔로랭크,WIN,Thresh,support,4 , 7 , 17,78,3.00
Aki Tomoya,Unranked,URF,WIN,Akali,adc,9 , 13 , 3,32,0.92
Aki Tomoya,Unranked,URF,LOSS,Jax,top,6 , 13 , 1,39,0.54
Aki Tomoya,Unranked,URF,LOSS,Gwen,adc,4 , 13 , 4,33,0.62
Aki Tomoya,Unranked,칼바람,LOSS,Ahri,adc,10 , 13 , 17,57,2.08
Aki Tomoya,Unranked,칼바람,WIN,Gwen,mid,18 , 11 , 21,72,3.55
Aki Tomoya,Unranked,칼바람,LOSS,Tryndamere,support,3 , 6 , 8,46,1.83
Aki Tomoya,Unranked,칼바람,WIN,Ezreal,adc,21 , 11 , 26,71,4.27
Aki Tomoya,Unranked,칼바람,WIN,Brand,support,4 , 9 , 21,63,2.78
Aki Tomoya,Unranked,칼바람,LOSS,Amumu,support,6 , 14 , 26,62,2.29
Aki Tomoya,Unranked,커스텀,LOSS,Lulu,support,1 , 8 , 8,75,1.13
Aki Tomoya,Unranked,커스텀,WIN,Braum,support,0 , 3 , 22,88,7.33
Aki Tomoya,Unranked,솔로랭크,WIN,Alistar,support,2 , 2 , 20 ,63,1.00
Aki Tomoya,Unranked,솔로랭크,LOSS,Gwen,jungle,6 , 8 , 8,41,1.75
Aki Tomoya,Unranked,솔로랭크,LOSS,Rakan,support,5 , 5 , 20,74,5.00
Aki Tomoya,Unranked,솔로랭크,WIN,Lux,support,3 , 8 , 21,62,3.00
Aki Tomoya,Unranked,솔로랭크,WIN,Lux,support,3 , 3 , 17,53,6.67
Aki Tomoya,Unranked,솔로랭크,LOSS,Gwen,jungle,1 , 1 , 0,14,1.00
Aki Tomoya,Unranked,솔로랭크,WIN,Lulu,support,0 , 6 , 17,61,2.83
Aki Tomoya,Unranked,솔로랭크,WIN,Lux,support,3 , 7 , 9,50,1.71
Aki Tomoya,Unranked,솔로랭크,WIN,Rakan,support,0 , 1 , 8,40,8.00
Aki Tomoya,Unranked,솔로랭크,WIN,Lux,support,1 , 5 , 19,59,4.00
Aki Tomoya,Unranked,솔로랭크,WIN,Gwen,jungle,3 , 0 , 1,33,4.00
Aki Tomoya,Unranked,솔로랭크,WIN,Zed,jungle,7 , 6 , 14,53,3.50
Aki Tomoya,Unranked,칼바람,LOSS,Vi,mid,5 , 11 , 15,71,1.82
Aki Tomoya,Unranked,일반,LOSS,Nunu,jungle,5 , 4 , 11,64,4.00
Aki Tomoya,Unranked,기타,LOSS,Kayn,jungle,2 , 3 , 0,29,0.67
Aki Tomoya,Unranked,기타,LOSS,Lillia,jungle,1 , 6 , 4,42,0.83
Aki Tomoya,Unranked,봇전,WIN,Lulu,support,0 , 1 , 21 ,78,1.00
Aki Tomoya,Unranked,일반,WIN,Irelia,mid,9 , 9 , 8,40,1.89
Aki Tomoya,Unranked,일반,WIN,Zoe,mid,4 , 5 , 8,33,2.40
바닥부터기어라,Bronze 4,솔로랭크,LOSS,Galio,support,0 , 8 , 1,13,0.13
바닥부터기어라,Bronze 4,솔로랭크,LOSS,Azir,mid,2 , 9 , 6,44,0.89
바닥부터기어라,Bronze 4,솔로랭크,WIN,Lillia,jungle,8 , 4 , 12,50,5.00
바닥부터기어라,Bronze 4,솔로랭크,LOSS,Lillia,jungle,22 , 6 , 18,77,6.67
바닥부터기어라,Bronze 4,솔로랭크,LOSS,Lillia,jungle,2 , 11 , 6,29,0.73
바닥부터기어라,Bronze 4,솔로랭크,WIN,Lillia,jungle,7 , 5 , 7,38,2.80
바닥부터기어라,Bronze 4,솔로랭크,LOSS,Lillia,jungle,15 , 13 , 21,64,2.77
바닥부터기어라,Bronze 4,솔로랭크,LOSS,Lillia,jungle,3 , 1 , 1,10,4.00
바닥부터기어라,Bronze 4,솔로랭크,WIN,Volibear,jungle,3 , 7 , 9,35,1.71
바닥부터기어라,Bronze 4,솔로랭크,LOSS,Volibear,jungle,4 , 4 , 0,80,1.00
바닥부터기어라,Bronze 4,솔로랭크,LOSS,Ezreal,adc,2 , 5 , 0,12,0.40
바닥부터기어라,Bronze 4,솔로랭크,WIN,Varus,adc,2 , 1 , 6,27,8.00
바닥부터기어라,Bronze 4,솔로랭크,WIN,Ezreal,adc,5 , 2 , 3,26,4.00
바닥부터기어라,Bronze 4,솔로랭크,WIN,MissFortune,adc,9 , 0 , 9 ,75,8.00
바닥부터기어라,Bronze 4,솔로랭크,WIN,Azir,mid,5 , 6 , 7,39,2.00
바닥부터기어라,Bronze 4,솔로랭크,LOSS,Ezreal,adc,8 , 5 , 8,53,3.20
바닥부터기어라,Bronze 4,솔로랭크,WIN,Azir,mid,14 , 6 , 11,54,4.17
바닥부터기어라,Bronze 4,솔로랭크,LOSS,Azir,mid,2 , 7 , 3,36,0.71
바닥부터기어라,Bronze 4,자유랭크,WIN,Azir,mid,11 , 3 , 17,67,9.33
바닥부터기어라,Bronze 4,자유랭크,WIN,Varus,adc,2 , 1 , 8 ,56,0.00
바닥부터기어라,Bronze 4,자유랭크,LOSS,Ezreal,adc,4 , 4 , 8,46,3.00
바닥부터기어라,Bronze 4,솔로랭크,LOSS,Ezreal,adc,0 , 2 , 0,0%,0.00
바닥부터기어라,Bronze 4,솔로랭크,WIN,Nautilus,support,2 , 2 , 10,46,6.00
바닥부터기어라,Bronze 4,솔로랭크,WIN,MissFortune,adc,8 , 4 , 6,47,3.50
바닥부터기어라,Bronze 4,솔로랭크,LOSS,Azir,mid,3 , 12 , 9,46,1.00
바닥부터기어라,Bronze 4,솔로랭크,WIN,Azir,mid,9 , 3 , 9,37,6.00
바닥부터기어라,Bronze 4,솔로랭크,WIN,Azir,mid,11 , 13 , 8,54,1.46
바닥부터기어라,Bronze 4,솔로랭크,LOSS,Gwen,jungle,0 , 10 , 3,20,0.30
바닥부터기어라,Bronze 4,일반,LOSS,Azir,adc,2 , 10 , 12,36,1.40
바닥부터기어라,Bronze 4,솔로랭크,LOSS,Azir,mid,2 , 8 , 1,30,0.38
나석주,Silver 2,솔로랭크,WIN,Sivir,adc,16 , 12 , 12,74,2.33
나석주,Silver 2,솔로랭크,LOSS,Morgana,support,1 , 8 , 16,45,2.13
나석주,Silver 2,솔로랭크,WIN,Jinx,adc,18 , 1 , 5 ,85,3.00
나석주,Silver 2,솔로랭크,LOSS,Jinx,adc,5 , 15 , 9,41,0.93
나석주,Silver 2,솔로랭크,WIN,Jinx,adc,10 , 3 , 6,59,5.33
나석주,Silver 2,솔로랭크,LOSS,Caitlyn,adc,16 , 10 , 3,63,1.90
나석주,Silver 2,솔로랭크,WIN,Jhin,adc,15 , 5 , 7,58,4.40
나석주,Silver 2,솔로랭크,WIN,Jinx,adc,16 , 5 , 8,71,4.80
나석주,Silver 2,솔로랭크,WIN,Alistar,support,4 , 14 , 19,52,1.64
나석주,Silver 2,솔로랭크,LOSS,Leona,support,2 , 8 , 9,44,1.38
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Kaisa,adc,0 , 1 , 0,0%,0.00
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Sylas,top,3 , 9 , 3,38,0.67
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Kaisa,adc,4 , 7 , 8,63,1.71
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Jhin,adc,2 , 4 , 4,86,1.50
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Kaisa,adc,4 , 5 , 1,28,1.00
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Ezreal,adc,1 , 3 , 1,40,0.67
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Senna,support,1 , 9 , 3,21,0.44
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Kaisa,adc,1 , 6 , 3,25,0.67
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,JarvanIV,jungle,2 , 9 , 2,44,0.44
적당히하자진쨔,Diamond 4,솔로랭크,WIN,Shyvana,jungle,2 , 0 , 4,32,6.00
적당히하자진쨔,Diamond 4,솔로랭크,WIN,Hecarim,jungle,2 , 1 , 5,29,7.00
적당히하자진쨔,Diamond 4,솔로랭크,WIN,Hecarim,jungle,5 , 1 , 14 ,63,9.00
적당히하자진쨔,Diamond 4,솔로랭크,WIN,Viego,jungle,7 , 4 , 5,39,3.00
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Nocturne,jungle,8 , 9 , 8,67,1.78
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Akali,top,1 , 6 , 1,13,0.33
적당히하자진쨔,Diamond 4,솔로랭크,WIN,Camille,top,10 , 16 , 11,41,1.31
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Yone,top,2 , 11 , 9,46,1.00
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Yone,top,2 , 6 , 0,22,0.33
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Sylas,top,0 , 9 , 1,13,0.11
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Nasus,top,4 , 6 , 1,22,0.83
적당히하자진쨔,Diamond 4,솔로랭크,WIN,Nasus,top,5 , 5 , 4,21,1.80
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Yuumi,support,3 , 5 , 20,66,4.60
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Yuumi,support,2 , 10 , 14,52,1.60
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Xerath,support,8 , 12 , 9,41,1.42
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Garen,top,2 , 8 , 7,39,1.13
적당히하자진쨔,Diamond 4,솔로랭크,WIN,Yone,top,7 , 6 , 4,42,1.83
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Garen,top,0 , 4 , 1,10,0.25
적당히하자진쨔,Diamond 4,솔로랭크,WIN,Nasus,top,7 , 9 , 6,45,1.44
적당히하자진쨔,Diamond 4,솔로랭크,WIN,Nasus,top,1 , 3 , 4,31,1.67
적당히하자진쨔,Diamond 4,솔로랭크,LOSS,Malphite,top,2 , 5 , 2,50,0.80
Ranganathan,Gold 1,솔로랭크,LOSS,Kayle,top,4 , 9 , 1,33,0.56
Ranganathan,Gold 1,솔로랭크,LOSS,Olaf,top,4 , 5 , 1,33,1.00
Ranganathan,Gold 1,솔로랭크,LOSS,Aatrox,top,2 , 6 , 0,13,0.33
Ranganathan,Gold 1,솔로랭크,WIN,Vayne,top,7 , 7 , 4,34,1.57
Ranganathan,Gold 1,솔로랭크,LOSS,Kayle,top,6 , 8 , 6,46,1.50
Ranganathan,Gold 1,솔로랭크,WIN,Kennen,top,5 , 4 , 11,46,4.00
Ranganathan,Gold 1,URF,WIN,Rumble,adc,6 , 8 , 14,43,2.50
Ranganathan,Gold 1,URF,WIN,Gnar,jungle,6 , 9 , 7,36,1.44
Ranganathan,Gold 1,URF,WIN,Kayn,jungle,4 , 9 , 8,26,1.33
Ranganathan,Gold 1,솔로랭크,LOSS,Kennen,top,0 , 3 , 1,4%,0.33
Ranganathan,Gold 1,솔로랭크,LOSS,Aatrox,top,2 , 3 , 0,17,0.67
Ranganathan,Gold 1,솔로랭크,WIN,Kayle,top,5 , 5 , 3,50,1.60
Ranganathan,Gold 1,솔로랭크,WIN,Kayle,top,10 , 3 , 4,42,4.67
Ranganathan,Gold 1,솔로랭크,WIN,Kennen,top,2 , 4 , 6,35,2.00
Ranganathan,Gold 1,솔로랭크,LOSS,Olaf,top,0 , 6 , 1,11,0.17
Ranganathan,Gold 1,솔로랭크,WIN,Aatrox,top,3 , 4 , 9,46,3.00
Ranganathan,Gold 1,URF,LOSS,Ekko,top,5 , 9 , 3,44,0.89
Ranganathan,Gold 1,URF,LOSS,Veigar,jungle,4 , 7 , 2,16,0.86
Ranganathan,Gold 1,URF,WIN,Lillia,jungle,11 , 4 , 9,49,5.00
Ranganathan,Gold 1,URF,WIN,Annie,mid,12 , 10 , 15,60,2.70
Ranganathan,Gold 1,자유랭크,LOSS,Ezreal,mid,3 , 5 , 2,26,1.00
Ranganathan,Gold 1,자유랭크,LOSS,Yasuo,mid,4 , 17 , 8,26,0.71
Ranganathan,Gold 1,URF,LOSS,MonkeyKing,mid,6 , 13 , 5,31,0.85
Ranganathan,Gold 1,솔로랭크,WIN,Kayn,jungle,12 , 6 , 5,37,2.83
Ranganathan,Gold 1,솔로랭크,WIN,Ekko,mid,16 , 4 , 2,41,4.50
Ranganathan,Gold 1,솔로랭크,WIN,Pyke,support,9 , 14 , 19,47,2.00
Ranganathan,Gold 1,솔로랭크,LOSS,Elise,jungle,3 , 8 , 5,73,1.00
Ranganathan,Gold 1,솔로랭크,LOSS,Shaco,jungle,5 , 3 , 1,38,2.00
Ranganathan,Gold 1,솔로랭크,WIN,Viego,jungle,8 , 6 , 2,24,1.67
Ranganathan,Gold 1,URF,LOSS,Skarner,jungle,2 , 9 , 10,50,1.33
가나다라가라가,Unranked,일반,LOSS,Caitlyn,adc,3 , 9 , 12,43,1.67
가나다라가라가,Unranked,일반,LOSS,Belveth,top,2 , 7 , 3,25,0.71
가나다라가라가,Unranked,일반,LOSS,KogMaw,adc,13 , 10 , 6,44,1.90
가나다라가라가,Unranked,일반,WIN,Ezreal,adc,11 , 15 , 16,34,1.80
가나다라가라가,Unranked,일반,LOSS,Kayn,jungle,0 , 8 , 1,11,0.13
가나다라가라가,Unranked,URF,WIN,Janna,jungle,6 , 8 , 10,38,2.00
가나다라가라가,Unranked,URF,WIN,Fizz,mid,11 , 0 , 6 ,47,7.00
가나다라가라가,Unranked,칼바람,LOSS,Karthus,top,4 , 11 , 21,68,2.27
가나다라가라가,Unranked,일반,LOSS,Pyke,support,12 , 9 , 17,74,3.22
가나다라가라가,Unranked,일반,WIN,TwistedFate,mid,4 , 8 , 8,31,1.50
가나다라가라가,Unranked,일반,LOSS,Ekko,jungle,0 , 2 , 0,0%,0.00
가나다라가라가,Unranked,칼바람,LOSS,Annie,top,3 , 15 , 18,70,1.40
가나다라가라가,Unranked,일반,LOSS,Pyke,mid,1 , 8 , 0,14,0.13
가나다라가라가,Unranked,일반,WIN,Nocturne,jungle,15 , 0 , 8 ,70,3.00
가나다라가라가,Unranked,일반,LOSS,Yuumi,support,5 , 9 , 4,41,1.00
가나다라가라가,Unranked,일반,LOSS,MissFortune,adc,1 , 11 , 2,23,0.27
가나다라가라가,Unranked,일반,WIN,Ekko,jungle,1 , 9 , 12,38,1.44
가나다라가라가,Unranked,일반,LOSS,Katarina,mid,2 , 14 , 6,19,0.57
가나다라가라가,Unranked,일반,LOSS,Janna,support,4 , 19 , 22,43,1.37
가나다라가라가,Unranked,일반,WIN,Ziggs,adc,2 , 5 , 3,20,1.00
가나다라가라가,Unranked,일반,LOSS,Samira,adc,2 , 12 , 3,25,0.42
가나다라가라가,Unranked,일반,LOSS,Katarina,mid,0 , 3 , 0,0%,0.00
가나다라가라가,Unranked,일반,WIN,Katarina,mid,3 , 10 , 11,35,1.40
가나다라가라가,Unranked,일반,WIN,LeeSin,jungle,1 , 2 , 2,13,1.50
가나다라가라가,Unranked,일반,WIN,Pyke,support,4 , 3 , 10,48,4.67
가나다라가라가,Unranked,칼바람,LOSS,Shaco,adc,3 , 6 , 2,56,0.83
가나다라가라가,Unranked,일반,WIN,Yone,mid,9 , 9 , 7,40,1.78
가나다라가라가,Unranked,일반,LOSS,Yone,mid,1 , 4 , 1,33,0.50
가나다라가라가,Unranked,기타,LOSS,Yuumi,support,1 , 6 , 12,54,2.17
가나다라가라가,Unranked,칼바람,LOSS,Zilean,adc,6 , 8 , 22,55,3.50
브실골 권위자,Silver 1,솔로랭크,LOSS,LeeSin,jungle,5 , 5 , 6,52,2.20
브실골 권위자,Silver 1,솔로랭크,WIN,Talon,jungle,11 , 4 , 2,34,3.25
브실골 권위자,Silver 1,자유랭크,WIN,Viego,jungle,9 , 5 , 5,50,2.80
브실골 권위자,Silver 1,자유랭크,WIN,Ekko,jungle,20 , 6 , 10,71,5.00
브실골 권위자,Silver 1,솔로랭크,WIN,Yone,top,16 , 2 , 7 ,68,1.50
브실골 권위자,Silver 1,솔로랭크,WIN,Yone,top,17 , 4 , 5,59,5.50
브실골 권위자,Silver 1,솔로랭크,LOSS,Sylas,top,7 , 15 , 3,38,0.67
브실골 권위자,Silver 1,솔로랭크,LOSS,Jayce,top,15 , 9 , 5,56,2.22
브실골 권위자,Silver 1,자유랭크,WIN,Quinn,top,9 , 3 , 6,52,5.00
브실골 권위자,Silver 1,자유랭크,LOSS,Anivia,mid,3 , 7 , 4,58,1.00
브실골 권위자,Silver 1,솔로랭크,WIN,Jayce,top,8 , 1 , 3 ,34,1.00
브실골 권위자,Silver 1,솔로랭크,LOSS,Sylas,top,9 , 8 , 7,53,2.00
브실골 권위자,Silver 1,솔로랭크,LOSS,Yone,top,1 , 11 , 0,25,0.09
브실골 권위자,Silver 1,솔로랭크,LOSS,Zeri,top,2 , 4 , 2,31,1.00
브실골 권위자,Silver 1,솔로랭크,WIN,Quinn,top,12 , 9 , 4,52,1.78
브실골 권위자,Silver 1,솔로랭크,WIN,Talon,jungle,10 , 10 , 6,41,1.60
브실골 권위자,Silver 1,솔로랭크,LOSS,Zeri,top,1 , 4 , 1,20,0.50
브실골 권위자,Silver 1,솔로랭크,WIN,Kennen,top,12 , 2 , 11 ,48,1.50
브실골 권위자,Silver 1,솔로랭크,WIN,Zeri,top,10 , 4 , 12,61,5.50
브실골 권위자,Silver 1,자유랭크,WIN,Vayne,adc,9 , 5 , 12,55,4.20
브실골 권위자,Silver 1,자유랭크,LOSS,Twitch,adc,9 , 13 , 12,51,1.62
브실골 권위자,Silver 1,자유랭크,WIN,MasterYi,jungle,14 , 4 , 6,71,5.00
브실골 권위자,Silver 1,솔로랭크,WIN,Zeri,top,5 , 2 , 6,29,5.50
브실골 권위자,Silver 1,솔로랭크,LOSS,Akali,top,4 , 12 , 3,21,0.58
브실골 권위자,Silver 1,솔로랭크,LOSS,Kayn,jungle,4 , 3 , 3,50,2.33
브실골 권위자,Silver 1,솔로랭크,WIN,Anivia,mid,9 , 1 , 12 ,58,1.00
브실골 권위자,Silver 1,솔로랭크,WIN,Anivia,mid,7 , 4 , 11,45,4.50
브실골 권위자,Silver 1,솔로랭크,WIN,Anivia,mid,1 , 1 , 3,20,4.00
브실골 권위자,Silver 1,솔로랭크,WIN,Anivia,mid,1 , 0 , 8,50,9.00
브실골 권위자,Silver 1,솔로랭크,LOSS,Anivia,mid,5 , 2 , 4,30,4.50
개히밤섹이,Bronze 4,솔로랭크,LOSS,Fizz,top,14 , 4 , 2,57,4.00
개히밤섹이,Bronze 4,솔로랭크,LOSS,Fizz,top,5 , 7 , 2,41,1.00
개히밤섹이,Bronze 4,솔로랭크,WIN,Fizz,mid,10 , 3 , 7,39,5.67
개히밤섹이,Bronze 4,솔로랭크,WIN,Fizz,adc,4 , 6 , 2,15,1.00
개히밤섹이,Bronze 4,솔로랭크,RE,Fizz,top,0 , 0 , 0,0%,0.00
개히밤섹이,Bronze 4,솔로랭크,WIN,Fizz,top,2 , 3 , 1,30,1.00
개히밤섹이,Bronze 4,솔로랭크,LOSS,Quinn,top,11 , 6 , 3,50,2.33
개히밤섹이,Bronze 4,솔로랭크,WIN,Fizz,adc,13 , 5 , 5,36,3.60
개히밤섹이,Bronze 4,솔로랭크,LOSS,Fizz,top,17 , 9 , 10,59,3.00
개히밤섹이,Bronze 4,솔로랭크,LOSS,Fizz,top,0 , 4 , 1,13,0.25
개히밤섹이,Bronze 4,솔로랭크,LOSS,Fizz,adc,5 , 5 , 3,30,1.60
개히밤섹이,Bronze 4,솔로랭크,LOSS,Fizz,top,12 , 6 , 8,51,3.33
개히밤섹이,Bronze 4,솔로랭크,WIN,Fizz,top,3 , 0 , 1,50,4.00
개히밤섹이,Bronze 4,솔로랭크,WIN,Fizz,mid,8 , 8 , 2,19,1.25
개히밤섹이,Bronze 4,솔로랭크,LOSS,Fizz,top,13 , 5 , 1,58,2.80
개히밤섹이,Bronze 4,솔로랭크,WIN,Fizz,top,9 , 3 , 3,27,4.00
개히밤섹이,Bronze 4,솔로랭크,WIN,Fizz,top,8 , 4 , 4,26,3.00
개히밤섹이,Bronze 4,솔로랭크,LOSS,Fizz,top,8 , 6 , 0,31,1.33
개히밤섹이,Bronze 4,솔로랭크,WIN,Fizz,top,25 , 2 , 9 ,67,7.00
개히밤섹이,Bronze 4,솔로랭크,LOSS,Fizz,top,4 , 4 , 0,57,1.00
개히밤섹이,Bronze 4,솔로랭크,WIN,Fizz,top,22 , 2 , 0 ,42,1.00
개히밤섹이,Bronze 4,솔로랭크,WIN,Quinn,top,3 , 2 , 5,31,4.00
개히밤섹이,Bronze 4,솔로랭크,WIN,Fizz,top,11 , 1 , 3 ,34,4.00
개히밤섹이,Bronze 4,솔로랭크,WIN,Fizz,top,12 , 4 , 2,33,3.50
개히밤섹이,Bronze 4,솔로랭크,LOSS,Fizz,top,9 , 8 , 0,23,1.13
개히밤섹이,Bronze 4,솔로랭크,LOSS,Fizz,top,2 , 4 , 0,15,0.50
개히밤섹이,Bronze 4,솔로랭크,LOSS,Fizz,top,13 , 4 , 0,25,3.25
개히밤섹이,Bronze 4,솔로랭크,WIN,Fizz,top,8 , 4 , 0,23,2.00
개히밤섹이,Bronze 4,솔로랭크,LOSS,Fizz,mid,7 , 4 , 1,22,2.00
개히밤섹이,Bronze 4,솔로랭크,LOSS,Fizz,top,4 , 3 , 1,45,1.67
i그랩,Gold 3,솔로랭크,LOSS,Urgot,jungle,10 , 14 , 8,50,1.29
i그랩,Gold 3,솔로랭크,WIN,Sion,mid,4 , 13 , 1,14,0.38
i그랩,Gold 3,솔로랭크,LOSS,Kennen,top,6 , 7 , 2,44,1.14
i그랩,Gold 3,솔로랭크,LOSS,Leblanc,mid,13 , 8 , 6,61,2.38
i그랩,Gold 3,솔로랭크,WIN,Leblanc,mid,8 , 5 , 3,35,2.20
i그랩,Gold 3,일반,WIN,Yasuo,top,9 , 10 , 6,41,1.50
i그랩,Gold 3,솔로랭크,LOSS,Yasuo,adc,4 , 11 , 3,54,0.64
i그랩,Gold 3,솔로랭크,WIN,Zilean,top,1 , 7 , 7,29,1.14
i그랩,Gold 3,솔로랭크,LOSS,Zed,jungle,12 , 12 , 3,56,1.25
i그랩,Gold 3,솔로랭크,WIN,Khazix,jungle,16 , 6 , 5,64,3.50
i그랩,Gold 3,솔로랭크,LOSS,Tristana,mid,4 , 13 , 2,38,0.46
i그랩,Gold 3,솔로랭크,LOSS,Sion,mid,0 , 16 , 0,0%,0.00
i그랩,Gold 3,솔로랭크,LOSS,Sion,mid,2 , 13 , 0,20,0.15
i그랩,Gold 3,솔로랭크,WIN,Sion,mid,3 , 20 , 3,23,0.30
i그랩,Gold 3,솔로랭크,RE,Nunu,mid,0 , 0 , 0,0%,0.00
i그랩,Gold 3,솔로랭크,WIN,Sion,mid,3 , 10 , 1,16,0.40
i그랩,Gold 3,기타,LOSS,Zed,mid,4 , 6 , 1,63,0.83
i그랩,Gold 3,솔로랭크,LOSS,Nunu,support,11 , 15 , 6,40,1.13
i그랩,Gold 3,솔로랭크,LOSS,Renekton,top,4 , 5 , 2,21,1.20
i그랩,Gold 3,솔로랭크,LOSS,Gangplank,top,0 , 5 , 2,17,0.40
i그랩,Gold 3,솔로랭크,LOSS,Gangplank,top,5 , 13 , 5,38,0.77
i그랩,Gold 3,솔로랭크,WIN,Twitch,support,14 , 9 , 18,70,3.56
i그랩,Gold 3,솔로랭크,WIN,Twitch,support,16 , 5 , 7,74,4.60
