name,tier,mode,W/L,Champion,Position,Kill,Death,Assist,kill participant,kda,kill participance
지수소녀 쪼아요,Unranked,솔로랭크,LOSS,Lulu,support,2,9,14,70,1.78,70
지수소녀 쪼아요,Unranked,솔로랭크,LOSS,Lulu,support,2,8,13,71,1.88,71
지수소녀 쪼아요,Unranked,솔로랭크,LOSS,Janna,support,4,8,19,59,2.88,59
지수소녀 쪼아요,Unranked,솔로랭크,WIN,Karma,support,11,3,12,48,7.67,48
지수소녀 쪼아요,Unranked,솔로랭크,LOSS,Janna,support,2,10,11,65,1.3,65
지수소녀 쪼아요,Unranked,솔로랭크,LOSS,Lulu,support,1,9,12,62,1.44,62
지수소녀 쪼아요,Unranked,솔로랭크,WIN,Lulu,support,2,3,14,52,5.33,52
지수소녀 쪼아요,Unranked,솔로랭크,LOSS,Lulu,support,1,4,8,56,2.25,56
지수소녀 쪼아요,Unranked,솔로랭크,LOSS,Karma,support,0,9,1,11,0.11,11
지수소녀 쪼아요,Unranked,자유랭크,LOSS,Karma,support,9,12,17,59,2.17,59
지수소녀 쪼아요,Unranked,자유랭크,LOSS,Nami,support,0,14,15,71,1.07,71
지수소녀 쪼아요,Unranked,자유랭크,WIN,Janna,support,8,9,24,60,3.56,60
지수소녀 쪼아요,Unranked,자유랭크,WIN,Irelia,top,18,5,4,54,4.4,54
지수소녀 쪼아요,Unranked,일반,LOSS,Teemo,top,1,7,2,38,0.43,38
지수소녀 쪼아요,Unranked,일반,WIN,Jhin,adc,2,2,4,27,3.0,27
지수소녀 쪼아요,Unranked,일반,LOSS,Janna,support,4,9,25,60,3.22,60
노시눙,Unranked,일반,WIN,Katarina,mid,9,3,6,65,5.0,65
노시눙,Unranked,일반,WIN,Rakan,support,4,2,14,46,9.0,46
노시눙,Unranked,일반,LOSS,Jhin,adc,13,11,19,62,2.91,62
노시눙,Unranked,일반,WIN,Katarina,mid,13,3,8,48,7.0,48
노시눙,Unranked,일반,LOSS,Jinx,adc,5,5,8,57,2.6,57
노시눙,Unranked,일반,LOSS,Rakan,support,3,6,13,62,2.67,62
노시눙,Unranked,일반,WIN,Katarina,mid,8,1,5,59,3.0,59
노시눙,Unranked,일반,WIN,Garen,mid,14,4,10,44,6.0,44
노시눙,Unranked,일반,LOSS,Katarina,mid,7,7,3,38,1.43,38
노시눙,Unranked,일반,WIN,Lissandra,top,5,4,22,51,6.75,51
노시눙,Unranked,일반,LOSS,LeeSin,jungle,0,9,8,67,0.89,67
노시눙,Unranked,일반,LOSS,Lucian,adc,2,1,1,43,3.0,43
노시눙,Unranked,일반,WIN,Katarina,mid,6,0,1,39,7.0,39
노시눙,Unranked,일반,WIN,Garen,top,5,0,0,28,5.0,28
노시눙,Unranked,일반,WIN,Yone,top,4,3,2,17,2.0,17
노시눙,Unranked,일반,WIN,Katarina,mid,4,3,3,29,2.33,29
노시눙,Unranked,일반,LOSS,Vayne,adc,3,9,6,32,1.0,32
노시눙,Unranked,일반,LOSS,Jinx,adc,7,9,3,34,1.11,34
노시눙,Unranked,일반,LOSS,Jinx,adc,14,12,13,60,2.25,60
노시눙,Unranked,단일,LOSS,Caitlyn,top,3,16,2,19,0.31,19
노시눙,Unranked,단일,LOSS,Shaco,mid,3,3,7,53,3.33,53
노시눙,Unranked,일반,LOSS,Jinx,adc,4,4,9,33,3.25,33
노시눙,Unranked,일반,LOSS,Jinx,adc,7,11,4,30,1.0,30
노시눙,Unranked,단일,LOSS,Xerath,top,8,9,15,50,2.56,50
노시눙,Unranked,단일,LOSS,Udyr,top,9,5,4,68,2.6,68
노시눙,Unranked,단일,LOSS,Rammus,mid,13,5,6,51,3.8,51
노시눙,Unranked,단일,LOSS,Shen,mid,1,5,5,46,1.2,46
노시눙,Unranked,단일,WIN,JarvanIV,jungle,17,6,10,49,4.5,49
노시눙,Unranked,일반,WIN,Jinx,adc,12,3,6,62,6.0,62
옐로우스완,Silver 4,솔로랭크,LOSS,Amumu,support,1,0,0,20,1.0,20
옐로우스완,Silver 4,솔로랭크,LOSS,Karma,support,0,5,0,0,0.0,0
옐로우스완,Silver 4,솔로랭크,LOSS,Malphite,support,0,5,1,13,0.2,13
옐로우스완,Silver 4,솔로랭크,LOSS,Amumu,support,0,7,9,50,1.29,50
옐로우스완,Silver 4,솔로랭크,WIN,Karma,support,1,6,13,40,2.33,40
옐로우스완,Silver 4,칼바람,WIN,Malphite,adc,13,13,25,63,2.92,63
옐로우스완,Silver 4,칼바람,LOSS,Zilean,support,2,4,11,68,3.25,68
옐로우스완,Silver 4,칼바람,LOSS,Corki,adc,4,10,11,65,1.5,65
옐로우스완,Silver 4,솔로랭크,WIN,Amumu,support,1,1,2,7,3.0,7
옐로우스완,Silver 4,칼바람,LOSS,MissFortune,support,9,14,36,68,3.21,68
옐로우스완,Silver 4,칼바람,WIN,Katarina,jungle,9,9,18,68,3.0,68
옐로우스완,Silver 4,칼바람,WIN,Ahri,mid,2,12,29,41,2.58,41
옐로우스완,Silver 4,칼바람,WIN,Zilean,adc,3,9,19,56,2.44,56
옐로우스완,Silver 4,솔로랭크,WIN,Karma,support,2,6,17,49,3.17,49
옐로우스완,Silver 4,솔로랭크,WIN,Leona,support,1,3,19,44,6.67,44
옐로우스완,Silver 4,솔로랭크,WIN,Malphite,support,0,7,14,32,2.0,32
옐로우스완,Silver 4,솔로랭크,WIN,Leona,support,3,3,27,73,0.0,73
옐로우스완,Silver 4,솔로랭크,LOSS,Morgana,support,0,6,6,43,1.0,43
옐로우스완,Silver 4,솔로랭크,WIN,Karma,support,2,4,14,47,4.0,47
옐로우스완,Silver 4,솔로랭크,LOSS,Malphite,support,2,8,4,38,0.75,38
옐로우스완,Silver 4,솔로랭크,LOSS,Malphite,support,9,11,7,33,1.45,33
옐로우스완,Silver 4,솔로랭크,LOSS,Karma,support,1,10,4,42,0.5,42
옐로우스완,Silver 4,칼바람,LOSS,Nautilus,jungle,6,13,38,72,3.38,72
옐로우스완,Silver 4,칼바람,LOSS,Zyra,top,7,14,32,68,2.79,68
옐로우스완,Silver 4,칼바람,LOSS,Nautilus,support,0,9,13,41,1.44,41
옐로우스완,Silver 4,칼바람,WIN,Leona,support,12,8,40,85,6.5,85
옐로우스완,Silver 4,칼바람,LOSS,Nunu,adc,3,4,8,39,2.75,39
옐로우스완,Silver 4,칼바람,LOSS,Galio,adc,10,8,16,68,3.25,68
옐로우스완,Silver 4,칼바람,WIN,Brand,adc,3,3,9,60,4.0,60
옐로우스완,Silver 4,솔로랭크,LOSS,Malphite,support,10,10,11,50,2.1,50
후카보시,Silver 2,솔로랭크,LOSS,Senna,support,0,7,11,52,1.57,52
후카보시,Silver 2,솔로랭크,WIN,Senna,support,0,8,6,22,0.75,22
후카보시,Silver 2,솔로랭크,WIN,Senna,support,3,10,10,30,1.3,30
후카보시,Silver 2,솔로랭크,WIN,Morgana,support,4,6,17,57,3.5,57
후카보시,Silver 2,솔로랭크,WIN,Senna,support,5,6,23,67,4.67,67
후카보시,Silver 2,솔로랭크,LOSS,Senna,support,3,9,7,67,1.11,67
후카보시,Silver 2,솔로랭크,WIN,Senna,support,3,11,20,68,2.09,68
후카보시,Silver 2,솔로랭크,WIN,Senna,support,5,5,14,58,3.8,58
후카보시,Silver 2,솔로랭크,LOSS,Pantheon,support,5,8,7,60,1.5,60
후카보시,Silver 2,솔로랭크,WIN,Senna,support,5,7,24,74,4.14,74
후카보시,Silver 2,솔로랭크,LOSS,Senna,support,2,8,9,55,1.38,55
후카보시,Silver 2,솔로랭크,WIN,Senna,support,0,6,13,46,2.17,46
후카보시,Silver 2,솔로랭크,LOSS,Kaisa,adc,15,9,11,63,2.89,63
후카보시,Silver 2,솔로랭크,WIN,Kaisa,adc,11,4,13,52,6.0,52
후카보시,Silver 2,칼바람,WIN,Xayah,adc,12,6,19,70,5.17,70
후카보시,Silver 2,URF,WIN,Vayne,mid,14,11,5,66,1.73,66
후카보시,Silver 2,URF,WIN,Trundle,support,18,9,6,53,2.67,53
후카보시,Silver 2,URF,LOSS,Kaisa,mid,2,7,2,36,0.57,36
후카보시,Silver 2,솔로랭크,WIN,Alistar,support,0,13,33,67,2.54,67
후카보시,Silver 2,솔로랭크,LOSS,Ahri,mid,2,8,5,54,0.88,54
후카보시,Silver 2,솔로랭크,LOSS,Karma,support,2,6,13,56,2.5,56
후카보시,Silver 2,일반,WIN,Renata,support,1,4,21,58,5.5,58
후카보시,Silver 2,솔로랭크,LOSS,Kaisa,mid,12,7,7,54,2.71,54
후카보시,Silver 2,솔로랭크,WIN,Ahri,mid,8,2,9,47,8.5,47
후카보시,Silver 2,솔로랭크,LOSS,Shen,mid,4,5,4,57,1.6,57
후카보시,Silver 2,솔로랭크,WIN,Xerath,mid,8,4,10,46,4.5,46
후카보시,Silver 2,일반,WIN,Karma,support,8,9,26,72,3.78,72
후카보시,Silver 2,일반,LOSS,Shen,top,3,7,6,41,1.29,41
후카보시,Silver 2,URF,LOSS,Graves,top,7,10,2,26,0.9,26
후카보시,Silver 2,솔로랭크,WIN,Ahri,mid,9,3,11,56,6.67,56
쩌는간지현태,Platinum 4,일반,LOSS,Jayce,top,6,7,0,20,0.86,20
쩌는간지현태,Platinum 4,일반,LOSS,Jayce,top,8,6,0,53,1.33,53
쩌는간지현태,Platinum 4,솔로랭크,WIN,Camille,top,2,0,1,23,3.0,23
쩌는간지현태,Platinum 4,솔로랭크,WIN,Quinn,mid,4,4,6,36,2.5,36
쩌는간지현태,Platinum 4,솔로랭크,WIN,Camille,top,7,6,7,38,2.33,38
쩌는간지현태,Platinum 4,솔로랭크,WIN,Trundle,top,9,9,3,29,1.33,29
쩌는간지현태,Platinum 4,솔로랭크,WIN,Camille,top,5,4,5,29,2.5,29
쩌는간지현태,Platinum 4,솔로랭크,WIN,Camille,top,0,5,0,0,0.0,0
쩌는간지현태,Platinum 4,솔로랭크,WIN,Quinn,top,13,0,1,47,4.0,47
쩌는간지현태,Platinum 4,솔로랭크,WIN,Camille,top,2,1,1,15,3.0,15
쩌는간지현태,Platinum 4,솔로랭크,LOSS,Camille,top,5,2,7,55,6.0,55
쩌는간지현태,Platinum 4,솔로랭크,WIN,Camille,top,7,8,10,43,2.13,43
쩌는간지현태,Platinum 4,솔로랭크,WIN,Camille,top,5,1,4,38,9.0,38
쩌는간지현태,Platinum 4,솔로랭크,WIN,Quinn,top,10,9,3,34,1.44,34
쩌는간지현태,Platinum 4,솔로랭크,LOSS,Camille,top,1,5,2,23,0.6,23
쩌는간지현태,Platinum 4,솔로랭크,LOSS,Maokai,top,5,8,11,39,2.0,39
쩌는간지현태,Platinum 4,칼바람,LOSS,Xerath,adc,22,13,57,72,6.08,72
쩌는간지현태,Platinum 4,솔로랭크,LOSS,Maokai,top,3,5,4,47,1.4,47
쩌는간지현태,Platinum 4,솔로랭크,WIN,Camille,top,4,3,5,30,3.0,30
쩌는간지현태,Platinum 4,솔로랭크,WIN,Jhin,top,3,1,4,21,7.0,21
쩌는간지현태,Platinum 4,솔로랭크,LOSS,Maokai,top,1,7,1,12,0.29,12
쩌는간지현태,Platinum 4,솔로랭크,WIN,Trundle,top,4,4,1,22,1.25,22
쩌는간지현태,Platinum 4,솔로랭크,LOSS,Camille,top,4,7,1,29,0.71,29
쩌는간지현태,Platinum 4,솔로랭크,LOSS,Malphite,top,7,6,6,37,2.17,37
쩌는간지현태,Platinum 4,솔로랭크,LOSS,Camille,top,3,7,1,17,0.57,17
쩌는간지현태,Platinum 4,솔로랭크,WIN,Camille,top,4,8,13,38,2.13,38
쩌는간지현태,Platinum 4,솔로랭크,WIN,Maokai,top,5,3,2,23,2.33,23
쩌는간지현태,Platinum 4,솔로랭크,WIN,Jhin,top,10,5,3,27,2.6,27
쩌는간지현태,Platinum 4,솔로랭크,LOSS,Camille,top,1,17,2,16,0.18,16
쩌는간지현태,Platinum 4,솔로랭크,WIN,Camille,top,4,4,5,23,2.25,23
I am Post Malone,Silver 2,솔로랭크,LOSS,Ezreal,adc,5,14,7,43,0.86,43
I am Post Malone,Silver 2,솔로랭크,LOSS,Irelia,adc,2,11,2,40,0.36,40
I am Post Malone,Silver 2,솔로랭크,WIN,Yone,adc,24,6,4,85,4.67,85
I am Post Malone,Silver 2,솔로랭크,LOSS,Aatrox,adc,5,9,2,70,0.78,70
I am Post Malone,Silver 2,솔로랭크,LOSS,Tristana,adc,10,10,3,57,1.3,57
I am Post Malone,Silver 2,솔로랭크,WIN,Lucian,adc,21,14,6,50,1.93,50
I am Post Malone,Silver 2,솔로랭크,WIN,Ezreal,adc,18,9,16,76,3.78,76
I am Post Malone,Silver 2,칼바람,WIN,Riven,mid,15,6,13,57,4.67,57
I am Post Malone,Silver 2,칼바람,LOSS,Jhin,top,3,5,11,74,2.8,74
I am Post Malone,Silver 2,칼바람,LOSS,Yasuo,support,13,12,13,63,2.17,63
I am Post Malone,Silver 2,칼바람,WIN,Yasuo,jungle,9,8,17,81,3.25,81
I am Post Malone,Silver 2,칼바람,WIN,Jayce,top,16,5,23,72,7.8,72
I am Post Malone,Silver 2,솔로랭크,WIN,Irelia,mid,13,5,2,54,3.0,54
I am Post Malone,Silver 2,솔로랭크,LOSS,Jinx,adc,1,9,1,22,0.22,22
I am Post Malone,Silver 2,솔로랭크,WIN,Samira,adc,15,8,4,46,2.38,46
I am Post Malone,Silver 2,솔로랭크,LOSS,Yone,adc,12,11,6,62,1.64,62
I am Post Malone,Silver 2,솔로랭크,WIN,Lucian,adc,15,14,10,46,1.79,46
I am Post Malone,Silver 2,칼바람,WIN,Brand,adc,4,6,23,56,4.5,56
I am Post Malone,Silver 2,칼바람,LOSS,Sylas,support,7,9,13,67,2.22,67
I am Post Malone,Silver 2,칼바람,LOSS,Jhin,support,5,7,14,53,2.71,53
I am Post Malone,Silver 2,칼바람,LOSS,Jayce,support,10,5,9,76,3.8,76
I am Post Malone,Silver 2,칼바람,WIN,Khazix,support,3,6,16,51,3.17,51
I am Post Malone,Silver 2,칼바람,LOSS,Vi,top,17,14,29,71,3.29,71
I am Post Malone,Silver 2,칼바람,WIN,Pantheon,top,16,9,16,64,3.56,64
I am Post Malone,Silver 2,칼바람,LOSS,Camille,top,0,9,15,39,1.67,39
I am Post Malone,Silver 2,칼바람,LOSS,Khazix,top,26,16,11,52,2.31,52
I am Post Malone,Silver 2,칼바람,WIN,Xayah,adc,10,8,31,65,5.13,65
I am Post Malone,Silver 2,칼바람,WIN,Vayne,top,11,6,13,55,4.0,55
I am Post Malone,Silver 2,칼바람,WIN,Jhin,mid,10,2,18,76,4.0,76
I am Post Malone,Silver 2,칼바람,LOSS,Talon,support,2,4,7,69,2.25,69
Nimoni,Platinum 4,솔로랭크,LOSS,Katarina,mid,1,12,2,21,0.25,21
Nimoni,Platinum 4,솔로랭크,WIN,Sylas,mid,15,5,9,67,4.8,67
Nimoni,Platinum 4,솔로랭크,LOSS,Samira,adc,3,8,5,67,1.0,67
Nimoni,Platinum 4,솔로랭크,LOSS,Nautilus,support,3,10,16,51,1.9,51
Nimoni,Platinum 4,솔로랭크,WIN,Caitlyn,adc,14,3,11,63,8.33,63
Nimoni,Platinum 4,솔로랭크,WIN,Kaisa,adc,17,6,13,61,5.0,61
Nimoni,Platinum 4,솔로랭크,LOSS,Vladimir,mid,26,4,6,74,8.0,74
Nimoni,Platinum 4,솔로랭크,LOSS,Graves,jungle,3,7,10,57,1.86,57
Nimoni,Platinum 4,솔로랭크,WIN,Graves,jungle,7,5,8,39,3.0,39
Nimoni,Platinum 4,솔로랭크,LOSS,Zeri,adc,9,9,10,70,2.11,70
Nimoni,Platinum 4,솔로랭크,LOSS,Veigar,mid,2,9,2,29,0.44,29
Nimoni,Platinum 4,솔로랭크,LOSS,Ezreal,adc,3,4,1,44,1.0,44
Nimoni,Platinum 4,솔로랭크,WIN,Kaisa,adc,22,8,13,70,4.38,70
Nimoni,Platinum 4,솔로랭크,LOSS,Kayn,jungle,10,15,10,56,1.33,56
Nimoni,Platinum 4,솔로랭크,LOSS,Kayn,jungle,0,6,2,40,0.33,40
Nimoni,Platinum 4,솔로랭크,LOSS,Kayn,jungle,12,9,1,65,1.44,65
Nimoni,Platinum 4,솔로랭크,LOSS,Rakan,support,1,9,17,51,2.0,51
Nimoni,Platinum 4,솔로랭크,WIN,Nautilus,support,2,4,18,69,5.0,69
Nimoni,Platinum 4,솔로랭크,WIN,Rakan,support,1,2,10,48,5.5,48
Nimoni,Platinum 4,솔로랭크,WIN,Zeri,adc,10,10,10,42,2.0,42
Nimoni,Platinum 4,솔로랭크,WIN,Viego,jungle,8,9,13,47,2.33,47
Nimoni,Platinum 4,솔로랭크,LOSS,Ahri,mid,4,3,2,43,2.0,43
Nimoni,Platinum 4,솔로랭크,LOSS,XinZhao,jungle,6,5,3,41,1.8,41
Nimoni,Platinum 4,솔로랭크,LOSS,Kaisa,adc,15,7,10,60,3.57,60
Nimoni,Platinum 4,솔로랭크,LOSS,Samira,adc,4,8,9,54,1.63,54
Nimoni,Platinum 4,솔로랭크,LOSS,Samira,adc,1,5,0,7,0.2,7
Nimoni,Platinum 4,솔로랭크,LOSS,Aphelios,adc,9,6,7,41,2.67,41
Nimoni,Platinum 4,솔로랭크,LOSS,Jinx,adc,5,6,11,46,2.67,46
Nimoni,Platinum 4,솔로랭크,WIN,Zeri,adc,11,5,13,50,4.8,50
고라파덕3,Unranked,일반,LOSS,Twitch,support,11,11,11,59,2.0,59
고라파덕3,Unranked,일반,LOSS,Twitch,support,12,11,9,70,1.91,70
고라파덕3,Unranked,일반,LOSS,Twitch,support,0,7,1,50,0.14,50
고라파덕3,Unranked,일반,WIN,Twitch,top,10,5,5,38,3.0,38
고라파덕3,Unranked,일반,LOSS,Tryndamere,top,4,8,4,47,1.0,47
고라파덕3,Unranked,일반,LOSS,Tryndamere,top,3,9,4,21,0.78,21
고라파덕3,Unranked,일반,WIN,Tryndamere,top,10,1,4,42,4.0,42
고라파덕3,Unranked,일반,WIN,Tryndamere,top,9,3,5,67,4.67,67
고라파덕3,Unranked,일반,LOSS,Graves,jungle,4,7,2,35,0.86,35
고라파덕3,Unranked,일반,LOSS,KogMaw,adc,7,12,8,41,1.25,41
고라파덕3,Unranked,일반,LOSS,KogMaw,adc,9,6,4,68,2.17,68
고라파덕3,Unranked,칼바람,WIN,Lucian,jungle,15,12,22,71,3.08,71
고라파덕3,Unranked,일반,LOSS,Vex,mid,1,5,0,6,0.2,6
고라파덕3,Unranked,일반,LOSS,Xerath,mid,0,3,0,0,0.0,0
고라파덕3,Unranked,일반,WIN,Xerath,support,2,0,11,52,3.0,52
고라파덕3,Unranked,일반,LOSS,Vex,mid,6,14,10,38,1.14,38
고라파덕3,Unranked,일반,WIN,Vex,mid,9,4,9,56,4.5,56
고라파덕3,Unranked,일반,WIN,Vex,mid,11,5,5,42,3.2,42
고라파덕3,Unranked,일반,LOSS,Vex,mid,6,7,1,41,1.0,41
고라파덕3,Unranked,일반,WIN,Vex,mid,7,3,10,45,5.67,45
고라파덕3,Unranked,일반,WIN,Vex,mid,5,9,15,45,2.22,45
고라파덕3,Unranked,칼바람,LOSS,Vayne,top,4,9,8,55,1.33,55
고라파덕3,Unranked,칼바람,LOSS,Samira,top,8,10,14,54,2.2,54
고라파덕3,Unranked,칼바람,WIN,Viktor,top,13,7,21,64,4.86,64
고라파덕3,Unranked,칼바람,WIN,Shyvana,jungle,9,5,18,61,5.4,61
고라파덕3,Unranked,칼바람,WIN,Lux,top,6,5,37,75,8.6,75
고라파덕3,Unranked,칼바람,WIN,Morgana,top,7,6,19,58,4.33,58
고라파덕3,Unranked,칼바람,LOSS,Lucian,top,8,10,13,68,2.1,68
고라파덕3,Unranked,칼바람,LOSS,Velkoz,top,7,9,11,58,2.0,58
장동혁,Unranked,자유랭크,WIN,Pantheon,support,11,9,12,45,2.56,45
장동혁,Unranked,자유랭크,WIN,Swain,support,6,9,20,55,2.89,55
장동혁,Unranked,자유랭크,LOSS,Pantheon,support,5,10,25,49,3.0,49
장동혁,Unranked,자유랭크,LOSS,Morgana,support,2,7,8,83,1.43,83
장동혁,Unranked,일반,WIN,Pantheon,adc,4,1,5,53,9.0,53
장동혁,Unranked,일반,LOSS,Pantheon,support,8,7,18,63,3.71,63
장동혁,Unranked,자유랭크,LOSS,Caitlyn,support,5,7,6,50,1.57,50
장동혁,Unranked,자유랭크,WIN,Velkoz,support,11,2,27,76,9.0,76
장동혁,Unranked,자유랭크,WIN,Ashe,support,5,4,19,57,6.0,57
장동혁,Unranked,자유랭크,LOSS,Thresh,support,1,7,8,43,1.29,43
장동혁,Unranked,칼바람,LOSS,Aatrox,top,4,14,22,51,1.86,51
장동혁,Unranked,URF,WIN,Nidalee,mid,12,1,9,57,1.0,57
장동혁,Unranked,칼바람,LOSS,Bard,support,0,1,2,29,2.0,29
장동혁,Unranked,칼바람,LOSS,Thresh,support,7,7,20,75,3.86,75
장동혁,Unranked,칼바람,WIN,Yasuo,support,15,13,20,71,2.69,71
장동혁,Unranked,칼바람,WIN,Zilean,support,8,5,51,76,1.8,76
장동혁,Unranked,칼바람,WIN,Blitzcrank,adc,2,3,25,73,9.0,73
장동혁,Unranked,칼바람,LOSS,Jhin,support,5,4,10,75,3.75,75
장동혁,Unranked,칼바람,LOSS,Morgana,support,8,8,35,81,5.38,81
장동혁,Unranked,칼바람,LOSS,Ahri,adc,4,12,18,37,1.83,37
장동혁,Unranked,칼바람,LOSS,LeeSin,support,7,5,16,74,4.6,74
장동혁,Unranked,칼바람,WIN,Aphelios,adc,18,8,16,62,4.25,62
장동혁,Unranked,칼바람,LOSS,MissFortune,support,2,12,26,72,2.33,72
장동혁,Unranked,칼바람,WIN,Pantheon,support,28,10,16,76,4.4,76
장동혁,Unranked,칼바람,WIN,Lulu,support,2,4,36,86,9.5,86
장동혁,Unranked,칼바람,LOSS,Xayah,adc,8,9,13,68,2.33,68
장동혁,Unranked,칼바람,LOSS,Veigar,support,7,11,21,52,2.55,52
장동혁,Unranked,칼바람,WIN,Senna,jungle,11,3,31,91,4.0,91
장동혁,Unranked,칼바람,WIN,Leblanc,jungle,14,7,18,62,4.57,62
DWG,Unranked,칼바람,LOSS,Leblanc,adc,12,5,25,88,7.4,88
DWG,Unranked,칼바람,LOSS,Lucian,adc,12,9,10,58,2.44,58
DWG,Unranked,칼바람,LOSS,Ekko,mid,14,9,10,73,2.67,73
엑스헌터,Unranked,칼바람,LOSS,Kayn,support,6,12,4,27,0.83,27
엑스헌터,Unranked,칼바람,WIN,Xerath,mid,1,4,25,54,6.5,54
엑스헌터,Unranked,URF,LOSS,TwistedFate,mid,2,11,7,18,0.82,18
엑스헌터,Unranked,URF,WIN,Xerath,jungle,1,8,3,11,0.5,11
엑스헌터,Unranked,URF,WIN,Quinn,top,4,4,10,34,3.5,34
엑스헌터,Unranked,칼바람,LOSS,TwistedFate,support,4,9,27,72,3.44,72
엑스헌터,Unranked,칼바람,WIN,Ryze,support,7,7,19,53,3.71,53
엑스헌터,Unranked,칼바람,WIN,Elise,support,5,1,5,43,0.0,43
엑스헌터,Unranked,칼바람,LOSS,Velkoz,jungle,3,11,32,54,3.18,54
엑스헌터,Unranked,칼바람,WIN,Velkoz,mid,2,7,11,52,1.86,52
엑스헌터,Unranked,칼바람,LOSS,Khazix,mid,0,8,19,58,2.38,58
엑스헌터,Unranked,칼바람,LOSS,TwistedFate,mid,2,7,9,58,1.57,58
엑스헌터,Unranked,칼바람,WIN,Quinn,adc,3,11,23,47,2.36,47
엑스헌터,Unranked,칼바람,WIN,Sona,top,2,6,21,82,3.83,82
엑스헌터,Unranked,칼바람,WIN,Qiyana,jungle,5,11,20,45,2.27,45
엑스헌터,Unranked,URF,LOSS,Ryze,adc,0,4,0,0,0.0,0
엑스헌터,Unranked,URF,LOSS,Veigar,support,1,9,3,25,0.44,25
엑스헌터,Unranked,URF,LOSS,Khazix,jungle,1,4,1,10,0.5,10
엑스헌터,Unranked,URF,LOSS,Ryze,adc,5,6,11,44,2.67,44
엑스헌터,Unranked,URF,LOSS,Vayne,top,2,15,2,14,0.27,14
엑스헌터,Unranked,URF,WIN,Janna,adc,1,0,6,29,7.0,29
엑스헌터,Unranked,URF,LOSS,Ekko,mid,0,5,1,10,0.2,10
엑스헌터,Unranked,URF,WIN,Xayah,adc,5,8,17,40,2.75,40
엑스헌터,Unranked,칼바람,LOSS,Soraka,jungle,0,3,29,64,9.67,64
엑스헌터,Unranked,URF,LOSS,Nami,top,2,10,19,34,2.1,34
엑스헌터,Unranked,URF,LOSS,Varus,top,3,9,1,21,0.44,21
엑스헌터,Unranked,URF,LOSS,Braum,adc,0,4,11,26,2.75,26
엑스헌터,Unranked,URF,LOSS,Velkoz,adc,1,9,4,31,0.56,31
엑스헌터,Unranked,URF,WIN,Graves,mid,2,5,8,33,2.0,33
엑스헌터,Unranked,URF,LOSS,Karthus,mid,4,11,13,63,1.55,63
도성호상병님,Gold 1,솔로랭크,LOSS,Graves,jungle,1,4,2,38,0.75,38
도성호상병님,Gold 1,솔로랭크,WIN,LeeSin,jungle,4,0,8,48,2.0,48
도성호상병님,Gold 1,솔로랭크,WIN,LeeSin,jungle,12,6,19,76,5.17,76
도성호상병님,Gold 1,솔로랭크,LOSS,Yone,adc,5,5,3,67,1.6,67
도성호상병님,Gold 1,솔로랭크,WIN,Vayne,adc,19,8,5,65,3.0,65
도성호상병님,Gold 1,솔로랭크,WIN,Caitlyn,adc,9,5,8,57,3.4,57
도성호상병님,Gold 1,솔로랭크,LOSS,Viktor,top,2,4,1,43,0.75,43
도성호상병님,Gold 1,솔로랭크,WIN,Fiora,top,5,5,4,29,1.8,29
도성호상병님,Gold 1,솔로랭크,WIN,Fiora,top,9,10,4,28,1.3,28
도성호상병님,Gold 1,솔로랭크,LOSS,Akali,top,2,5,3,50,1.0,50
도성호상병님,Gold 1,솔로랭크,WIN,Yasuo,top,15,6,3,38,3.0,38
도성호상병님,Gold 1,솔로랭크,WIN,Vayne,adc,27,6,7,74,5.67,74
도성호상병님,Gold 1,솔로랭크,WIN,Vayne,adc,13,3,3,47,5.33,47
도성호상병님,Gold 1,솔로랭크,LOSS,Yone,adc,10,7,2,52,1.71,52
도성호상병님,Gold 1,솔로랭크,WIN,Yone,mid,9,4,5,45,3.5,45
도성호상병님,Gold 1,솔로랭크,WIN,Yone,adc,21,6,6,69,4.5,69
도성호상병님,Gold 1,솔로랭크,WIN,Vayne,adc,12,1,2,78,4.0,78
도성호상병님,Gold 1,솔로랭크,WIN,Yone,adc,15,7,7,55,3.14,55
도성호상병님,Gold 1,솔로랭크,LOSS,Yasuo,adc,25,4,4,94,7.25,94
도성호상병님,Gold 1,솔로랭크,WIN,Yone,adc,7,3,7,56,4.67,56
도성호상병님,Gold 1,솔로랭크,WIN,Yone,top,10,14,9,45,1.36,45
도성호상병님,Gold 1,일반,LOSS,Yone,mid,14,8,2,59,2.0,59
도성호상병님,Gold 1,솔로랭크,LOSS,Graves,jungle,6,7,7,81,1.86,81
도성호상병님,Gold 1,솔로랭크,WIN,Yasuo,mid,13,4,6,83,4.75,83
도성호상병님,Gold 1,솔로랭크,WIN,Ezreal,adc,4,6,11,47,2.5,47
도성호상병님,Gold 1,솔로랭크,LOSS,Yone,adc,4,5,5,90,1.8,90
도성호상병님,Gold 1,솔로랭크,WIN,Yone,adc,8,5,10,46,3.6,46
도성호상병님,Gold 1,솔로랭크,WIN,Ezreal,adc,11,7,12,57,3.29,57
도성호상병님,Gold 1,솔로랭크,WIN,Yone,adc,13,6,5,62,3.0,62
령 찬,Diamond 4,솔로랭크,LOSS,Zed,jungle,8,7,6,52,2.0,52
령 찬,Diamond 4,자유랭크,WIN,Rengar,jungle,7,1,3,42,0.0,42
